1	0103000020E6100000010000000A0000009ECEE68518B552C06D2A333359162640CA9D60E218B552C08ACC9F6A55162640FFFAD2AD19B552C02BF1C1174D162640345456E419B552C0C44E6A744E162640559E99061AB552C07B2F8E4F4F162640C0DA18191AB552C0870EDCC54F16264028A62B251AB552C082521413501626407B6CB95A19B552C0903336B758162640993B3F0519B552C07D1B395D5C1626409ECEE68518B552C06D2A333359162640	8865510	080010113000000670067500000001	080010113000000670067000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	1	08001011300670067001	52.805700999999999	33.858862000000002	POLYGON((-74.8296217683769 11.0436492919882,-74.8296438163299 11.0436204261844,-74.8296923218113 11.0435569214101,-74.8297053187424 11.0435673122187,-74.8297134876423 11.043573843104,-74.8297178976745 11.0435773688435,-74.8297207762013 11.0435796701725,-74.8296725092677 11.0436455968536,-74.8296521298893 11.043673432561,-74.8296217683769 11.0436492919882))
2	0103000020E61000000100000006000000CEDDB25018B552C036EDD0D10B1626402BB7CB0B19B552C0FDCC934D04162640835BA55619B552C0BD6A1D280616264083828C9B18B552C09C905AAC0D1626403B8EA36518B552C0DFCE92560C162640CEDDB25018B552C036EDD0D10B162640	8866105	080010113000000660010500000053	080010113000000660010000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	67	08001011300660010053	19.995625	21	POLYGON((-74.8296090838187 11.0430589263475,-74.8296536912355 11.0430015795632,-74.8296715369052 11.0430157218847,-74.8296269294897 11.0430730686715,-74.8296140763495 11.0430628828248,-74.8296090838187 11.0430589263475))
3	0103000020E61000000100000006000000D4C3F3431AB552C0EA7F0B8515162640EC85CCC11AB552C08CEFFB300E16264057C4FF931BB552C0ED10BCE111162640506FE0FB1AB552C0C9A503B81816264052E139891AB552C04C0C81B916162640D4C3F3431AB552C0EA7F0B8515162640	8864494	080010113000000660010500000050	080010113000000660010000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	64	08001011300660010050	41.214615000000002	25.800027	POLYGON((-74.8297281151311 11.0431329323328,-74.8297581193253 11.0430770213641,-74.8298082349514 11.0431051771233,-74.8297719661471 11.0431573395207,-74.8297446313129 11.0431421251325,-74.8297281151311 11.0431329323328))
4	0103000020E6100000010000000500000045DCD5A01EB552C0ADB3562F6716264041EA7B631FB552C0583F17FC6A1626405EA7CC191FB552C0EDE3E5976E162640AB9826571EB552C06F5225CB6A16264045DCD5A01EB552C0ADB3562F67162640	8909995	080010113000000640087000000000	080010113000000640087000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	1	08001011300640087000	21.599976999999999	19.199999999999999	POLYGON((-74.8299944008332 11.0437559884393,-74.830040808688 11.0437849787119,-74.8300232409069 11.0438125103119,-74.8299768330495 11.0437835200366,-74.8299944008332 11.0437559884393))
5	0103000020E6100000010000000600000078170E971DB552C06FAB233359162640F285A4191EB552C088CDDDED53162640D80B42FB1EB552C0D40E8E4159162640319EAB781EB552C0AFF8D3865E162640F0E416D31DB552C05578019E5A16264078170E971DB552C06FAB233359162640	8917125	080010113000000640094000000000	080010113000000640094000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	1	08001011300640094000	41.439999999999998	26	POLYGON((-74.8299310338606 11.0436492901842,-74.8299621683762 11.0436090787178,-74.8300159592612 11.043649719802,-74.8299848247486 11.0436899312739,-74.8299453471734 11.0436601044459,-74.8299310338606 11.0436492901842))
6	0103000020E6100000010000000600000028202F281EB552C0E5E109C8EB152640E613FACA1EB552C05D31BABDE415264043CCE60D1FB552C0EE5E4E39E615264003D54D571FB552C0E20AA0D9E715264088E982B41EB552C01E72EFE3EE15264028202F281EB552C0E5E109C8EB152640	8855064	080010113000000660010500000021	080010113000000660010000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	28	08001011300660010021	32.849904000000002	23.600004999999999	POLYGON((-74.8299656353198 11.0428144943298,-74.8300044481435 11.0427607812678,-74.8300204042326 11.0427720935981,-74.8300379047469 11.0427845008721,-74.8299990919533 11.0428382139008,-74.8299656353198 11.0428144943298))
7	0103000020E61000000100000007000000C6DE1F0223B552C0C31E778A061626400C76428623B552C01334CCB700162640EDDFD4A123B552C08B0A465501162640808819B223B552C0A45030B201162640F812CF0524B552C0983B4A9003162640517CAC8123B552C01A2DF56209162640C6DE1F0223B552C0C31E778A06162640	8866598	080010113000000660010500000026	080010113000000660010000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	34	08001011300660010026	24.597331000000001	20.199999999999999	POLYGON((-74.8302617369874 11.0430186529551,-74.8302932404551 11.0429742275974,-74.830299814115 11.0429789207458,-74.8303036927555 11.0429816898325,-74.8303236505707 11.0429959383599,-74.8302921471052 11.0430403637206,-74.8302617369874 11.0430186529551))
8	0103000020E6100000010000000700000085C0017020B552C0E3C66668E0152640F255FB1421B552C033E65251DA152640FAE8FD3421B552C0B9F2D022D915264010676E9C21B552C027FE41C8DB1526409C81195021B552C088599F99DE152640E74672D720B552C00F0FD80DE315264085C0017020B552C0E3C66668E0152640	8854925	080010113000001240005000000000	080010113000001240005000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	1	08001011301240005000	27.999701999999999	22.999994999999998	POLYGON((-74.8301048295126 11.0427277207813,-74.8301441626025 11.0426812566467,-74.8301517943945 11.042672241217,-74.830176456275 11.0426924305494,-74.8301582573972 11.042713928892,-74.8301294914232 11.0427479101413,-74.8301048295126 11.0427277207813))
9	0103000020E61000000100000006000000325A5DF026B552C02923371E7216264090F88D1527B552C036ECFA9B701626408CA2B46927B552C0495F2BA2721626401CB11BBF27B552C006BA10B074162640EB12EB9927B552C079F34C3276162640325A5DF026B552C02923371E72162640	8917726	080010113000000640080500000001	080010113000000640080000000000	NO CONVENCIONAL	PRIVADO	1	0	0	0	\N	B	1	08001011300640080001	8.9594120000000004	14.4	POLYGON((-74.8305016433376 11.0438394014651,-74.8305105101047 11.0438278907587,-74.830530573274 11.043843334002,-74.8305509348324 11.0438590069216,-74.830542068066 11.0438705176291,-74.8305016433376 11.0438394014651))
10	0103000020E61000000100000006000000413E2B4C26B552C037B711EB1016264081BEEA8B26B552C055D8D954121626409A04D2E126B552C00F4B5E3C141626406F33AE6626B552C06269838719162640706C07D125B552C00BCE363616162640413E2B4C26B552C037B711EB10162640	8864495	080010113000000660010500000029	080010113000000660010000000000	CONVENCIONAL	PRIVADO	1	0	0	0	\N	A	37	08001011300660010029	26.399999999999999	20.600000000000001	POLYGON((-74.8304624960229 11.0430978259206,-74.8304776947425 11.0431086078571,-74.8304981757123 11.0431231370071,-74.8304688168698 11.0431635234751,-74.830433137178 11.0431382123852,-74.8304624960229 11.0430978259206))
