1	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	1	construccion
2	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	1	construccion
3	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	1	construccion
4	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	3	construccion
5	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	3	construccion
6	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	4	construccion
7	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	4	construccion
8	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	4	construccion
9	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	5	construccion
10	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	5	construccion
11	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	5	construccion
12	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	6	construccion
13	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	6	construccion
14	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	6	construccion
15	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	7	construccion
16	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	7	construccion
17	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	7	construccion
18	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	8	construccion
19	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	8	construccion
20	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	8	construccion
21	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	9	construccion
22	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	10	construccion
23	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	10	construccion
24	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	10	construccion
25	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	11	construccion
26	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	11	construccion
27	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	11	construccion
28	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	12	construccion
29	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	13	construccion
30	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	14	construccion
31	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	14	construccion
32	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	14	construccion
33	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	15	construccion
34	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	15	construccion
35	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	17	construccion
36	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	17	construccion
37	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	17	construccion
38	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	20	construccion
39	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	23	construccion
40	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	23	construccion
41	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	23	construccion
42	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	24	construccion
43	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	24	construccion
44	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	25	construccion
45	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	25	construccion
46	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	26	construccion
47	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	26	construccion
48	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	27	construccion
49	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	27	construccion
50	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	27	construccion
51	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	28	construccion
52	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	28	construccion
53	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	28	construccion
54	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	30	construccion
55	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	31	construccion
56	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	31	construccion
57	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	32	construccion
58	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	32	construccion
59	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	33	construccion
60	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	35	construccion
61	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	36	construccion
62	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	37	construccion
63	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	37	construccion
64	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	38	construccion
65	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	39	construccion
66	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	40	construccion
67	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	40	construccion
68	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	41	construccion
69	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	41	construccion
70	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	42	construccion
71	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	42	construccion
72	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	42	construccion
73	/Users/Jerry/Documents/csc431/sample_database/multimedia/img2.jpg	43	construccion
74	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	43	construccion
75	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	44	construccion
76	/Users/Jerry/Documents/csc431/sample_database/multimedia/audio1.mp3	44	construccion
77	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	45	construccion
78	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	45	construccion
79	/Users/Jerry/Documents/csc431/sample_database/multimedia/video1.m4v	45	construccion
80	/Users/Jerry/Documents/csc431/sample_database/multimedia/img1.jpg	46	construccion
81	/Users/Jerry/Documents/csc431/sample_database/multimedia/img3.jpg	46	construccion
82	/Users/Jerry/Documents/csc431/sample_database/multimedia/img4.jpg	46	construccion
