1	0104000020E6100000010000000101000000844150E168B552C09A227FA6BF142640	contaminación	figureGround	MULTIPOINT(-74.8345263751744 11.0405246763415)
2	0104000020E61000000100000001010000005DF5512331B552C0F67E1AA9DD152640	contaminación	figureGround	MULTIPOINT(-74.8311241436363 11.0427067608684)
3	0104000020E61000000100000001010000001EA5D27D28B552C09B16FB71CD162640	contaminación	figureGround	MULTIPOINT(-74.8305964047508 11.0445361727719)
4	0104000020E61000000100000001010000000BDF4FD306B552C07FFA09F9BF132640	contaminación	figureGround	MULTIPOINT(-74.8285415916436 11.0385740112954)
5	0104000020E61000000100000001010000007B7ABADB01B552C0E7893DDE51142640	contaminación	figureGround	MULTIPOINT(-74.8282384224967 11.0396871042366)
6	0104000020E61000000100000001010000005B6EA658A7B452C0470B71BF84132640	contaminación	figureGround	MULTIPOINT(-74.8227140069297 11.0381221604818)
7	0104000020E610000001000000010100000040A6540C86B452C0156E8BC13A142640	contaminación	figureGround	MULTIPOINT(-74.8206816507964 11.0395107729628)
8	0104000020E610000001000000010100000060B17290C9B452C032631937C2152640	contaminación	figureGround	MULTIPOINT(-74.8248025054977 11.0424973696223)
9	0104000020E610000001000000010100000022A57CFDE8B452C05B24CC031D142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8267205922353 11.0392838656136)
10	0104000020E610000001000000010100000052FEDAA6D0B452C0E4A608F519142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8252350939377 11.0392605374395)
11	0104000020E6100000010000000101000000C6AAD75BC5B452C059DB1F5012142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8245458227276 11.039202216996)
12	0104000020E610000001000000010100000094569327BEB452C08CB3C6E8FC132640	seguridad/violencia	figureGround	MULTIPOINT(-74.8241061152315 11.0390389196926)
13	0104000020E6100000010000000101000000B5FFD3E3C7B452C09C8556FEEF142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8247003145505 11.0408935051553)
14	0104000020E6100000010000000101000000F5F3CA1212B552C0CA2E70B25B142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8292281133616 11.0397620927755)
15	0104000020E61000000100000001010000008EF1B44221B552C0E2710597DA142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8301550642993 11.0407302087924)
16	0104000020E6100000010000000101000000B89C2F251EB552C05610CDB504162640	seguridad/violencia	figureGround	MULTIPOINT(-74.8299649205172 11.043004685671)
17	0104000020E6100000010000000101000000EA92E90F5CB552C0463E880D54142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8337440281863 11.0397037724316)
18	0104000020E610000001000000010100000067E8AF165BB552C02339DE7469142640	seguridad/violencia	figureGround	MULTIPOINT(-74.8336846082544 11.0398670693654)
19	0104000020E6100000010000000101000000FC7B384E15B552C0D84EC24FB1142640	falta luz	figureGround	MULTIPOINT(-74.8294253875355 11.0404152798359)
20	0104000020E610000001000000010100000058E2088A15B552C0D4E89D0802152640	falta luz	figureGround	MULTIPOINT(-74.8294396483192 11.0410311405907)
21	0104000020E6100000010000000101000000D4E378310CB552C0F51B2B4879152640	falta luz	figureGround	MULTIPOINT(-74.8288692169729 11.0419409325241)
22	0104000020E6100000010000000101000000507FF44600B552C04012442BC8152640	falta luz	figureGround	MULTIPOINT(-74.8281419170064 11.0425427933307)
23	0104000020E61000000100000001010000004F840EBCE0B452C0218F19631F152640	falta luz	figureGround	MULTIPOINT(-74.8262167112127 11.0412550896359)
24	0104000020E61000000100000001010000001FE5FA0304B552C09F3FFA7DC5142640	falta luz	figureGround	MULTIPOINT(-74.8283700895449 11.0405692451457)
25	0104000020E6100000010000000101000000367946D426B552C04557F9E318162640	falta luz	figureGround	MULTIPOINT(-74.8304949463098 11.043158649623)
26	0104000020E6100000010000000101000000CAE13E0B19B552C0A388D84978162640	falta luz	figureGround	MULTIPOINT(-74.829653560074 11.0438864781211)
27	0104000020E6100000010000000101000000140B6AA957B552C019FC2978A4142640	falta luz	figureGround	MULTIPOINT(-74.8334754500941 11.0403173018695)
28	0104000020E610000001000000010100000012159E9318B552C05876085CDA172640	turistico	figureGround	MULTIPOINT(-74.8296250385067 11.0465878258066)
29	0104000020E610000001000000010100000062E442B008B552C0071B30194D172640	turistico	figureGround	MULTIPOINT(-74.8286553052181 11.0455100890372)
30	0104000020E6100000010000000101000000AA50D389E3B452C00E2E6634F3162640	turistico	figureGround	MULTIPOINT(-74.8263878406166 11.0448242544872)
31	0104000020E610000001000000010100000054B30B23FBB452C018684106DF162640	turistico	figureGround	MULTIPOINT(-74.827828179766 11.0446702914087)
32	0104000020E6100000010000000101000000D2E892A6ECB452C0897941A495162640	turistico	figureGround	MULTIPOINT(-74.8269440111792 11.0441104249883)
33	0104000020E61000000100000001010000000BEBBAA1DEB452C0AC027A6E55162640	turistico	figureGround	MULTIPOINT(-74.8260883641598 11.0436205409945)
34	0104000020E610000001000000010100000029865A0DD5B452C0AB293CDEF7152640	turistico	figureGround	MULTIPOINT(-74.8255036720299 11.0429067085687)
35	0104000020E6100000010000000101000000D18CD2FEAAB452C0AA8239ACCD152640	turistico	figureGround	MULTIPOINT(-74.8229367309716 11.0425847835734)
36	0104000020E610000001000000010100000034FF104B5FB452C0586473A594172640	turistico	figureGround	MULTIPOINT(-74.8183162370668 11.0460559562072)
37	0104000020E61000000100000001010000008DF37EE4A8B452C09D77FEE52F152640	turistico	figureGround	MULTIPOINT(-74.8228083839187 11.0413810608987)
38	0104000020E61000000100000001010000001AD98CF34FB552C0166DC71959162640	turistico	figureGround	MULTIPOINT(-74.8330048442334 11.0436485343876)
39	0104000020E6100000010000000101000000FE761ED934B552C019206EEF5A162640	turistico	figureGround	MULTIPOINT(-74.8313505933292 11.0436625310831)
40	0104000020E610000001000000010100000028A9E9633BB552C03617DA1E6E172640	turistico	figureGround	MULTIPOINT(-74.8317498952716 11.0457620278572)
41	0104000020E610000001000000010100000090A6E5BE4BB552C026282C4264142640	turistico	figureGround	MULTIPOINT(-74.8327481501276 11.0398274115469)
42	0104000020E61000000100000001010000002BDD004036B552C0C25850F388142640	turistico	figureGround	MULTIPOINT(-74.8314361580312 11.0401073489742)
43	0104000020E61000000100000001010000002A43F5D138B552C0ECC774C68B132640	turistico	figureGround	MULTIPOINT(-74.8315930266514 11.0381757752948)
44	0104000020E61000000100000001010000002F4F63E2ECB452C09D0333D2CD132640	turistico	figureGround	MULTIPOINT(-74.8269582719629 11.0386796653054)
