1	0103000020E6100000010000001700000018BFC3521BB552C057F1A167771626407132AFD11BB552C00FB1713272162640FD5D91F71BB552C039E7193373162640C46E23061CB552C0C5C0D09573162640751EAC9D1CB552C07C9271987716264018A174491CB552C0E406AFA479162640BDCC7B461CB552C04C1B2FB779162640B0F399CA1BB552C0F74656BA7C16264089AF5B9E1BB552C08677138B7E162640D490239C1BB552C06E1A63A27E1626405B7988381BB552C04036AAB882162640F8BD731D1BB552C052E120D5831626405D031EF91AB552C061E9CB52851626409BE4E5F61AB552C0298C1B6A851626401606C3CC1AB552C0F2BEB62487162640C765E8C71AB552C05B7F500587162640FD4AAB871AB552C0F415C565851626400D824F321AB552C0EF239B3D83162640DCC8BB5B1AB552C0D0F17D8A81162640A0E7F35D1AB552C0354F2E7381162640809431031BB552C0AEE775AB7A162640B17026301BB552C0D7BB3AD37816264018BFC3521BB552C057F1A16777162640	6756855	080010113000000670022000000000	08001011300670022000	99.372918999999996	48.200000000000003	POLYGON((-74.8297926818453 11.043879736441,-74.8298229418667 11.0438400043281,-74.8298319739915 11.0438476533051,-74.8298354478857 11.0438505952192,-74.8298715763902 11.0438811911238,-74.8298514975507 11.043896814695,-74.829850788973 11.0438973660472,-74.8298212531506 11.0439203481978,-74.8298107047432 11.0439341985,-74.8298101756403 11.0439348932243,-74.8297864277605 11.0439660747317,-74.8297799711507 11.043974552406,-74.8297713082406 11.0439859270015,-74.8297707791375 11.0439866217258,-74.8297607330827 11.0439998124197,-74.8297595757968 11.0439988766445,-74.8297442600996 11.043986492451,-74.8297239090391 11.043970036686,-74.8297337850412 11.0439570692769,-74.8297343141444 11.0439563745527,-74.8297737106495 11.0439046460559,-74.8297844291108 11.0438905724713,-74.8297926818453 11.043879736441))
2	0103000020E610000001000000560000002D75BFDE15B552C0BD022EE7A21626402CA851830FB552C0331B16067D162640C1B65A3C0FB552C0A573414380162640A316EE860EB552C0204021E9871626409FD33D080BB552C0618DFA15A316264018815B450AB552C0FFC0454E9B1626408AFB6FE709B552C026F9698E9716264086A43BBC08B552C0549012989E16264096D3BE4F06B552C06436FB8B8A162640360F07E305B552C028BBC408871626408628D62007B552C06458EA187E162640D243D19004B552C0788F6E7973162640D1B2EB1A03B552C07848776B6D162640C708E30102B552C058E499A2671626404E5EE86C02B552C07B27CEE96316264010FB25E202B552C0738A75D65F162640566E2FE003B552C0D3D50D9957162640A526AA8804B552C0203AF0C151162640DC919C4605B552C0F96CFE3C4B16264026A99EA406B552C04C286CA451162640FE0CF27707B552C0D30C44825516264055CD561707B552C0A6B23D125A162640D6C0065406B552C01DBF934B631626407E0E837705B552C073FB99B56D16264089C730C105B552C0F65DF2356F162640CF176A4E07B552C0F181114E7716264074E84A2208B552C08FDF88977B162640D805FBAB0AB552C0E1F9319C6116264062BA7B4A0CB552C020D4B6C069162640BC3E2FF70CB552C0A1FE057D61162640C05582410DB552C025279E085E16264043FE50A50DB552C02BC0FC6459162640266EDD150EB552C0BD8DBE295416264063EEBCD00EB552C08971187A4B162640A2E7CF560FB552C084ACCD6B4E1626409A40A1870FB552C02D753C7E4F162640B38AF79A0FB552C0BEE1F0EA4F162640B81757D40FB552C0A90B782D51162640F44DA2F90FB552C06A671EFF51162640D080DFF90FB552C0D66F7600521626400021ED1110B552C0BFFBAD87521626404F31CD6310B552C0EF82F25354162640E346366F10B552C024991794541626403FFEFA7610B552C0724FC3BF54162640AED9219310B552C0512D055E55162640B83A029110B552C078064A775516264076BF0AB610B552C01F697947561626408CE79DC910B552C021F883B556162640C3D3FD0A11B552C071170625581626403A6082F110B552C005464054591626406734E91D11B552C074506A435A16264041B12CC911B552C075DEE7DD5D1626400A3134DC11B552C0209867445E162640700531ED11B552C08014407A5D1626400303956B12B552C0A6EA4D2F60162640C3ABB5B012B552C0474D5CAA611626400C3850C012B552C0651FECFF61162640FAD8A0D312B552C05FA4D5696216264039813C2213B552C0FB45E018641626405D4F9BF512B552C0652A5A2B661626400CC37B9713B552C07D454191691626405EDF502614B552C003EBD0906C1626403637546D14B552C0F0116E0E6E162640F885C19B14B552C0E3FAEB076F162640BD3A321115B552C0F84B077F71162640E7BFE59C15B552C09452E7FA74162640070CFA1116B552C05F335BE67716264092632A7816B552C077473C097B162640C0BF04E916B552C0C38EE67F7E16264092EE20F317B552C0C0279B1E8416264034DBAB6818B552C00BF50DFB86162640C18B72B418B552C07DC63DD388162640053933DB18B552C0F1DEB8C489162640C4916A5E19B552C05BBB130D8D162640219B218E19B552C00121A93E8E1626407B196D8919B552C0E5209A6E8E1626403A1884DE19B552C0FD25078D9016264066B0C60E1AB552C0B583ACC0911626405D3AB1391AB552C0EBDE40D292162640C8DE4EAE1AB552C0201EA6B995162640D986D5071BB552C005975AF4971626404402D5F51AB552C04FF0C7AB981626408033A6231AB552C0CCDF6209A11626401735E70A19B552C0430F244FAC16264051E8315216B552C0DA47AAA7A51626402D75BFDE15B552C0BD022EE7A2162640	6750511	080010113000000380114000000000	08001011300380114000	5557.4415730000001	515.99859300000003	POLYGON((-74.8294598455147 11.0442116016069,-74.8290718362265 11.0439226057038,-74.8290549169424 11.0439473168752,-74.8290116620142 11.0440056660737,-74.8287983516479 11.0442129963255,-74.8287518876645 11.0441536388539,-74.8287294953899 11.0441250328409,-74.8286581594894 11.04417872645,-74.8285102237263 11.0440257782131,-74.8284843033733 11.0439989795828,-74.8285600749387 11.0439307962481,-74.8284036677935 11.043849749323,-74.8283145238631 11.0438035567388,-74.8282475201732 11.0437594235283,-74.828273035929 11.0437310279992,-74.8283009882837 11.043699933861,-74.828361555404 11.0436370686902,-74.8284017240172 11.0435925107714,-74.8284470108987 11.0435427723482,-74.8285304593488 11.0435916311291,-74.828580843332 11.0436211307591,-74.8285578105618 11.0436559391322,-74.8285112443876 11.0437263124327,-74.8284586696481 11.0438057661501,-74.8284762359964 11.0438172205313,-74.8285709415497 11.0438789745685,-74.8286214572452 11.0439116816122,-74.8287763549228 11.0437134562498,-74.8288751800806 11.0437755797557,-74.8289163552644 11.0437125272577,-74.8289340756228 11.0436861699159,-74.8289578715276 11.0436507757696,-74.8289847052007 11.0436108632192,-74.8290292592078 11.0435445933188,-74.829061224968 11.0435670555655,-74.8290728640299 11.0435752342988,-74.8290774743462 11.0435784739537,-74.8290911531939 11.0435880860367,-74.8291000447278 11.0435943340887,-74.8291001017235 11.0435943741394,-74.8291058364593 11.0435984039194,-74.8291253570398 11.0436121209654,-74.8291280775116 11.0436140326315,-74.8291299296479 11.0436153341213,-74.8291366415567 11.0436200505561,-74.8291361352702 11.0436208036292,-74.8291449646912 11.0436270080286,-74.8291496316944 11.0436302875133,-74.829165218237 11.0436412401138,-74.8291591427996 11.0436502769908,-74.8291697289838 11.04365740464,-74.8292105614137 11.0436848969978,-74.8292150983508 11.0436879517038,-74.8292191485141 11.0436819270346,-74.8292492823785 11.0437025816548,-74.8292657636767 11.0437138784097,-74.8292694838894 11.04371642835,-74.8292740889337 11.0437195847791,-74.8292928305499 11.0437324308177,-74.8292821900081 11.0437482402387,-74.8293207844364 11.0437741653611,-74.8293548383494 11.0437970404651,-74.8293717691821 11.0438084134448,-74.8293828382374 11.0438158488809,-74.8294108381769 11.0438346573264,-74.8294441455506 11.0438612372757,-74.8294720594277 11.0438835131005,-74.8294964231448 11.0439074407657,-74.8295233293893 11.0439338654463,-74.8295867749787 11.0439767422102,-74.8296147993358 11.0439985708749,-74.8296328657734 11.0440126431379,-74.8296421051237 11.0440198398278,-74.8296733895032 11.0440448843562,-74.8296847656425 11.0440539914566,-74.8296836438584 11.0440554202218,-74.8297039308535 11.0440715857721,-74.8297154369662 11.0440807543363,-74.8297256689779 11.0440889076412,-74.8297534723489 11.0441110625534,-74.8297748170111 11.0441280708869,-74.8297705249943 11.0441335374418,-74.8297204134997 11.0441973622509,-74.8296534784207 11.0442833644407,-74.829487370241 11.0442325969088,-74.8294598455147 11.0442116016069))
3	0103000020E6100000010000000900000027630F3C1BB552C07E98E44C6E16264078D3F0DF1AB552C085CDD4CA6B162640170D8CD11AB552C0805582666B162640D393E1321CB552C09B017C475E162640E3A518811CB552C0DF5CA43B601626405D48F2DF1CB552C0D6AD2C9A621626406B6694D21BB552C0C0E95A546C162640E46ECD731BB552C0C29887C06F16264027630F3C1BB552C07E98E44C6E162640	6736542	080010113000000670071000000000	08001011300670071000	82.710042999999999	40.399999999999999	POLYGON((-74.829787268664 11.043810274987,-74.8297653056924 11.0437911400575,-74.8297618739783 11.0437881502246,-74.8298461153893 11.0436880434871,-74.8298647633269 11.0437029493464,-74.8298873773615 11.043721025423,-74.8298231553287 11.0437952385881,-74.8298005586799 11.0438213506244,-74.829787268664 11.043810274987))
4	0103000020E6100000010000000E00000014B537601AB552C0B5FFC1B946162640CC7F07A21BB552C0B3D5CDBC391626403DCD33B11BB552C0C165AC193A1626404A221B581CB552C0F28F3C173E162640769E23201CB552C02CE57D5940162640A99ADFAD1BB552C0979918F64416264075E64B161BB552C0912734144B1626404C1EA5FC1AB552C09BC03C1D4C162640ECC0C9A71AB552C07513DB154A162640F7FAEF881AB552C0D05B07594916264062C60E761AB552C072DE78E5481626407D03CF5B1AB552C0AE60CF4448162640C5CB75751AB552C054C9C63B4716264014B537601AB552C0B5FFC1B946162640	6776256	080010113000000640101000000000	08001011300640101000	88.627899999999997	41.799928999999999	POLYGON((-74.8297348541276 11.0435083436313,-74.8298115800127 11.0434092522872,-74.8298151975514 11.0434120200106,-74.8298549904804 11.0434424649647,-74.8298416469423 11.0434596983128,-74.8298144038805 11.0434948830632,-74.8297782651151 11.0435415567079,-74.8297721493229 11.0435494553242,-74.8297519178629 11.0435339765479,-74.8297445624884 11.0435283490641,-74.8297400612151 11.0435249052091,-74.8297338029497 11.0435201171061,-74.8297399187423 11.0435122184905,-74.8297348541276 11.0435083436313))
5	0103000020E610000001000000080000006551AD7624B552C068E61BCB6F1626405B67966425B552C07451D531661626407EE9B97325B552C07F220E8F6616264093D2C7C625B552C011DF7D8E68162640FF332B1126B552C0413490586A162640B638722F26B552C008D401136B162640763F894125B552C0272249AC741626406551AD7624B552C068E61BCB6F162640	6787716	080010113000000640078000000000	08001011300640078000	68.337419999999995	33.800013999999997	POLYGON((-74.8303505604323 11.0438216659124,-74.8304072827136 11.0437484333895,-74.830410892062 11.0437512116198,-74.8304306937592 11.0437664536144,-74.8304484292894 11.0437801052123,-74.8304556479878 11.0437856616718,-74.830398925811 11.0438588942789,-74.8303505604323 11.0438216659124))
6	0103000020E6100000010000000B000000B99F0EB418B552C057B43C4964162640F556131C19B552C0961E7D07601626403AFEDC5619B552C03B4DA38D6116264019688F6519B552C0AAD82CEF61162640485FAEC019B552C0D103E84B64162640A010D31618B552C030D07A8A75162640CD83AC0418B552C0E4E2731A75162640D79D86B617B552C08CA91D387316264066B1717017B552C076A1908771162640A5E2C28C18B552C0E679EBE465162640B99F0EB418B552C057B43C4964162640	6757043	080010113000000670026000000000	08001011300670026000	102.05086	47.899999999999999	POLYGON((-74.8296327727138 11.0437338720896,-74.8296575726379 11.0437013950571,-74.8296715887199 11.0437130224078,-74.8296750927406 11.0437159292454,-74.8296968176702 11.0437339516374,-74.8295952855283 11.043865516178,-74.8295909580913 11.0438621775115,-74.8295723261466 11.0438478027543,-74.8295556173594 11.0438349117328,-74.8296234038522 11.0437461411902,-74.8296327727138 11.0437338720896))
7	0103000020E6100000010000000D0000007F7A848518B552C0105E1A0150162640FDC65B2A19B552C0FC7E4C7449162640851DBB5719B552C0055CC5B54A162640FFFAD2AD19B552C02BF1C1174D162640CA9D60E218B552C08ACC9F6A551626409ECEE68518B552C06D2A33335916264096E6A95718B552C0F6D77C175B1626402977011E18B552C0966A93B659162640FF07C3D717B552C0C65393DF57162640E3B020C917B552C0C94E737D571626405B2AADE017B552C08831E88D56162640593A215B18B552C0FBFB47B0511626407F7A848518B552C0105E1A0150162640	6759628	080010113000000670066000000000	08001011300670066000	70.021141	39.200000000000003	POLYGON((-74.8296216768012 11.0435791344344,-74.8296609779608 11.0435291617755,-74.8296717955873 11.0435387423913,-74.8296923218113 11.0435569214101,-74.8296438163299 11.0436204261844,-74.8296217683769 11.0436492919882,-74.8296107443988 11.0436637248895,-74.8295969976722 11.0436532072975,-74.8295802502252 11.0436391703933,-74.829576761174 11.0436362460381,-74.8295823756284 11.043629107088,-74.8296115707866 11.0435919845458,-74.8296216768012 11.0435791344344))
8	0103000020E6100000010000000B000000093933E81CB552C04BC977BB45162640DD867E291DB552C0986ED518431626408161C6991DB552C08C1D11C84516264090AA29411DB552C0A761A65B491626402122F8571CB552C0A0C30EC552162640325A513E1CB552C0016017CE53162640AECEA5021CB552C00DC9DE60521626405B2709CE1BB552C0BC92D91E511626405FEFAFE71BB552C08AF7D015501626408878E1D01CB552C02BA068AC46162640093933E81CB552C04BC977BB45162640	6787730	080010113000000640098000000000	08001011300640098000	55.128911000000002	37.199956	POLYGON((-74.8298893451903 11.0435007652019,-74.8299049125303 11.0434806595361,-74.8299316823304 11.0435011406796,-74.8299105555436 11.0435284271815,-74.8298549578835 11.0436002331278,-74.8298488420922 11.0436081317457,-74.8298346156323 11.0435972473101,-74.8298220719711 11.0435876503556,-74.8298281877628 11.0435797517382,-74.8298837854255 11.0435079457967,-74.8298893451903 11.0435007652019))
27	0103000020E6100000010000000E00000069F562561AB552C023C6C2868C16264083E71AC71AB552C0B5503339881626409DAACBEA1AB552C0F6FC4C1F89162640B66CBBD81BB552C0E46B4D1D8F162640A9CE93EA1BB552C014405A908F162640A65A34FC1CB552C0E4397474961626408387FB221CB552C0AEBE4ABF9E162640429C56161BB552C094B04BFB971626409545F5B31AB552C00655058195162640BC1718491AB552C0E5B00CD0921626401FB720151AB552C0346A038191162640A1BCE2ED19B552C0BC2B03849016264017B205FF19B552C0F4E98ADC8F16264069F562561AB552C023C6C2868C162640	6776058	080010113000000640093000000000	08001011300640093000	170.99943999999999	56.000107999999997	POLYGON((-74.8297325102227 11.0440408814203,-74.8297593844164 11.0440080523625,-74.8297678936892 11.0440149098854,-74.8298246221846 11.0440606266984,-74.8298288768225 11.0440640554589,-74.8298941146155 11.0441166297796,-74.8298423248616 11.044179895281,-74.8297782750897 11.0441282777686,-74.8297548194153 11.0441093749055,-74.8297293410569 11.044088841962,-74.8297169513212 11.0440788571042,-74.8297075952746 11.0440713170882,-74.8297116809484 11.0440663261006,-74.8297325102227 11.0440408814203))
9	0103000020E61000000100000010000000057A8CBA1DB552C06D039D424C16264079D228131EB552C0C48105AF481626409999B6431EB552C0740E34D84916264012EF20681EB552C053F716B74A1626403AB931FF1DB552C022D756F34E1626405E848ED01DB552C091553AD550162640C63E522D1DB552C06E3FD06B57162640C84E53261DB552C0B46E18B457162640139402081DB552C0623B51ED58162640890246D51CB552C0DE82C6B657162640BA340AB31CB552C01E2B3EE556162640882AB4B71CB552C07A0E0EB5561626405FF25AD11CB552C0D67005AC5516264082DF59D81CB552C07C30BD63551626407C25967B1DB552C0424C27CD4E162640057A8CBA1DB552C06D039D424C162640	6786399	080010113000000640096000000000	08001011300640096000	42.278995999999999	35.799967000000002	POLYGON((-74.829939496216 11.0435505692164,-74.8299606226591 11.0435232824538,-74.8299721987918 11.0435321391626,-74.8299808808918 11.0435387816939,-74.8299558625776 11.0435710948473,-74.8299447433251 11.0435854562482,-74.8299058249641 11.0436357204159,-74.8299041570236 11.0436378745866,-74.8298969292812 11.0436472093258,-74.8298848327342 11.0436379544566,-74.8298766708057 11.0436317098989,-74.8298777827678 11.0436302737864,-74.8298838985588 11.043622375168,-74.8298855664889 11.0436202209896,-74.8299244848512 11.0435699568244,-74.829939496216 11.0435505692164))
